[1.5707963267948966 0.6981317007977318],[3.9359389436709925e-17 0.6427876096865393 0.766044443118978]
[1.9198621771937625 1.0471975511965976],[-0.2961981327260238 0.8137976813493737 0.5000000000000001]
[4.537856055185257 0.5235987755982988],[-0.08682408883346515 -0.49240387650610395 0.8660254037844387]
[2.2689280275926285 1.2217304763960306],[-0.6040227735550536 0.7198463103929541 0.3420201433256688]
[5.235987755982989 2.2689280275926285],[0.3830222215594891 -0.6634139481689384 -0.6427876096865394]
[4.886921905584122 1.9198621771937625],[0.1631759111665345 -0.9254165783983235 -0.3420201433256687]
[4.363323129985824 1.7453292519943295],[-0.336824088833465 -0.9254165783983234 -0.1736481776669303]
[3.6651914291880923 0.5235987755982988],[-0.43301270189221924 -0.25 0.8660254037844387]
[4.886921905584122 2.792526803190927],[0.0593911746138846 -0.3368240888334653 -0.9396926207859083]
[3.490658503988659 2.443460952792061],[-0.6040227735550538 -0.2198463103929542 -0.7660444431189779]
[3.839724354387525 2.9670597283903604],[-0.13302222155948895 -0.1116188970489496 -0.984807753012208]
[1.5707963267948966 0.8726646259971648],[4.6906693763513654e-17 0.766044443118978 0.6427876096865394]
[4.537856055185257 1.3962634015954636],[-0.17101007166283433 -0.9698463103929541 0.17364817766693041]
[3.3161255787892263 0.5235987755982988],[-0.49240387650610395 -0.08682408883346522 0.8660254037844387]
[4.1887902047863905 1.9198621771937625],[-0.46984631039295466 -0.8137976813493736 -0.3420201433256687]
[3.839724354387525 0.0],[-0.0 -0.0 1.0]
[4.014257279586958 0.5235987755982988],[-0.3213938048432697 -0.3830222215594889 0.8660254037844387]
[2.443460952792061 2.9670597283903604],[-0.13302222155948895 0.11161889704894964 -0.984807753012208]
[5.061454830783556 2.0943951023931953],[0.2961981327260241 -0.8137976813493737 -0.4999999999999998]
[0.6981317007977318 0.8726646259971648],[0.5868240888334652 0.49240387650610395 0.6427876096865394]
[2.2689280275926285 2.792526803190927],[-0.2198463103929543 0.2620026302293851 -0.9396926207859083]
[3.141592653589793 2.6179938779914944],[-0.49999999999999994 6.123233995736765e-17 -0.8660254037844387]
[5.410520681182422 2.6179938779914944],[0.32139380484326957 -0.383022221559489 -0.8660254037844387]
[5.235987755982989 1.0471975511965976],[0.4330127018922194 -0.7499999999999999 0.5000000000000001]
[2.0943951023931953 1.0471975511965976],[-0.43301270189221913 0.75 0.5000000000000001]
[1.2217304763960306 0.5235987755982988],[0.17101007166283438 0.4698463103929541 0.8660254037844387]
[2.0943951023931953 1.2217304763960306],[-0.46984631039295394 0.8137976813493737 0.3420201433256688]
[4.014257279586958 2.2689280275926285],[-0.4924038765061041 -0.586824088833465 -0.6427876096865394]
[0.3490658503988659 2.9670597283903604],[0.16317591116653477 0.05939117461388468 -0.984807753012208]
[0.3490658503988659 2.6179938779914944],[0.46984631039295416 0.17101007166283433 -0.8660254037844387]
[3.839724354387525 2.2689280275926285],[-0.5868240888334652 -0.49240387650610395 -0.6427876096865394]
[5.759586531581287 1.7453292519943295],[0.8528685319524429 -0.49240387650610445 -0.1736481776669303]
[2.0943951023931953 1.9198621771937625],[-0.469846310392954 0.8137976813493738 -0.3420201433256687]
[1.3962634015954636 1.2217304763960306],[0.16317591116653488 0.9254165783983233 0.3420201433256688]
[6.1086523819801535 2.9670597283903604],[0.1710100716628343 -0.030153689607045803 -0.984807753012208]
[2.443460952792061 1.2217304763960306],[-0.719846310392954 0.6040227735550537 0.3420201433256688]
[5.585053606381854 0.8726646259971648],[0.5868240888334649 -0.49240387650610423 0.6427876096865394]
[4.1887902047863905 0.6981317007977318],[-0.3213938048432699 -0.5566703992264191 0.766044443118978]
[1.5707963267948966 0.0],[0.0 0.0 1.0]
[4.1887902047863905 2.0943951023931953],[-0.43301270189221974 -0.7499999999999999 -0.4999999999999998]
[2.9670597283903604 0.5235987755982988],[-0.49240387650610395 0.08682408883346512 0.8660254037844387]
[0.0 1.3962634015954636],[0.984807753012208 0.0 0.17364817766693041]
[4.363323129985824 1.3962634015954636],[-0.336824088833465 -0.9254165783983234 0.17364817766693041]
[5.585053606381854 1.5707963267948966],[0.7660444431189778 -0.6427876096865396 6.123233995736766e-17]
[0.5235987755982988 2.2689280275926285],[0.6634139481689384 0.38302222155948895 -0.6427876096865394]
[4.363323129985824 2.0943951023931953],[-0.2961981327260237 -0.8137976813493738 -0.4999999999999998]
[3.6651914291880923 0.6981317007977318],[-0.5566703992264193 -0.3213938048432697 0.766044443118978]
[1.7453292519943295 2.6179938779914944],[-0.08682408883346514 0.49240387650610395 -0.8660254037844387]
[0.3490658503988659 0.8726646259971648],[0.7198463103929542 0.2620026302293849 0.6427876096865394]
[3.3161255787892263 2.0943951023931953],[-0.8528685319524433 -0.1503837331804354 -0.4999999999999998]
[0.17453292519943295 0.0],[0.0 0.0 1.0]
[3.3161255787892263 0.6981317007977318],[-0.633022221559489 -0.11161889704894973 0.766044443118978]
[0.6981317007977318 0.5235987755982988],[0.38302222155948895 0.32139380484326957 0.8660254037844387]
[4.1887902047863905 2.9670597283903604],[-0.08682408883346522 -0.15038373318043521 -0.984807753012208]
[2.792526803190927 2.0943951023931953],[-0.8137976813493737 0.29619813272602397 -0.4999999999999998]
[2.0943951023931953 0.5235987755982988],[-0.24999999999999986 0.4330127018922193 0.8660254037844387]
[4.363323129985824 0.8726646259971648],[-0.2620026302293848 -0.7198463103929542 0.6427876096865394]
[2.9670597283903604 1.3962634015954636],[-0.9698463103929541 0.1710100716628343 0.17364817766693041]
[3.839724354387525 1.2217304763960306],[-0.7198463103929541 -0.6040227735550536 0.3420201433256688]
[6.1086523819801535 1.9198621771937625],[0.9254165783983234 -0.16317591116653488 -0.3420201433256687]
[3.839724354387525 1.7453292519943295],[-0.7544065067354889 -0.633022221559489 -0.1736481776669303]
[6.1086523819801535 0.0],[0.0 -0.0 1.0]
[5.061454830783556 1.7453292519943295],[0.33682408883346543 -0.9254165783983233 -0.1736481776669303]
[0.0 2.2689280275926285],[0.766044443118978 0.0 -0.6427876096865394]
[5.934119456780721 1.0471975511965976],[0.8137976813493737 -0.2961981327260237 0.5000000000000001]
[4.71238898038469 2.2689280275926285],[-1.4072008129054095e-16 -0.766044443118978 -0.6427876096865394]
[1.9198621771937625 0.0],[-0.0 0.0 1.0]
[4.886921905584122 2.6179938779914944],[0.08682408883346497 -0.492403876506104 -0.8660254037844387]
[0.17453292519943295 0.6981317007977318],[0.633022221559489 0.11161889704894963 0.766044443118978]
[4.537856055185257 2.443460952792061],[-0.11161889704894967 -0.6330222215594892 -0.7660444431189779]
[4.886921905584122 1.2217304763960306],[0.16317591116653446 -0.9254165783983234 0.3420201433256688]
[1.5707963267948966 1.5707963267948966],[6.123233995736766e-17 1.0 6.123233995736766e-17]
[1.9198621771937625 2.792526803190927],[-0.11697777844051102 0.3213938048432698 -0.9396926207859083]
[5.585053606381854 2.0943951023931953],[0.6634139481689383 -0.5566703992264196 -0.4999999999999998]
[0.17453292519943295 1.9198621771937625],[0.9254165783983234 0.16317591116653482 -0.3420201433256687]
[1.9198621771937625 2.0943951023931953],[-0.29619813272602386 0.8137976813493738 -0.4999999999999998]
[1.0471975511965976 0.17453292519943295],[0.08682408883346518 0.15038373318043527 0.984807753012208]
[5.759586531581287 0.0],[0.0 -0.0 1.0]
[4.886921905584122 0.3490658503988659],[0.05939117461388457 -0.33682408883346515 0.9396926207859084]
[3.490658503988659 1.2217304763960306],[-0.883022221559489 -0.32139380484326957 0.3420201433256688]
[1.3962634015954636 1.0471975511965976],[0.15038373318043535 0.8528685319524432 0.5000000000000001]
[0.6981317007977318 0.6981317007977318],[0.49240387650610395 0.41317591116653474 0.766044443118978]
[1.5707963267948966 1.3962634015954636],[6.030208312509488e-17 0.984807753012208 0.17364817766693041]
[3.490658503988659 0.3490658503988659],[-0.3213938048432697 -0.11697777844051095 0.9396926207859084]
[0.17453292519943295 0.17453292519943295],[0.17101007166283433 0.030153689607045803 0.984807753012208]
[0.0 0.17453292519943295],[0.17364817766693033 0.0 0.984807753012208]
[2.2689280275926285 1.3962634015954636],[-0.6330222215594891 0.7544065067354889 0.17364817766693041]
[5.759586531581287 2.443460952792061],[0.5566703992264194 -0.32139380484327 -0.7660444431189779]
[0.17453292519943295 2.792526803190927],[0.3368240888334653 0.059391174613884726 -0.9396926207859083]
[2.9670597283903604 1.2217304763960306],[-0.9254165783983233 0.16317591116653474 0.3420201433256688]
[2.2689280275926285 1.9198621771937625],[-0.6040227735550537 0.7198463103929542 -0.3420201433256687]
[1.9198621771937625 0.3490658503988659],[-0.11697777844051097 0.3213938048432697 0.9396926207859084]
[3.6651914291880923 2.6179938779914944],[-0.43301270189221924 -0.25 -0.8660254037844387]
[3.839724354387525 2.6179938779914944],[-0.38302222155948895 -0.32139380484326957 -0.8660254037844387]
[0.17453292519943295 1.3962634015954636],[0.9698463103929541 0.17101007166283433 0.17364817766693041]
[5.235987755982989 1.2217304763960306],[0.46984631039295427 -0.8137976813493736 0.3420201433256688]
[6.1086523819801535 2.2689280275926285],[0.7544065067354889 -0.13302222155948903 -0.6427876096865394]
[5.585053606381854 2.792526803190927],[0.26200263022938497 -0.21984631039295438 -0.9396926207859083]
[2.6179938779914944 1.9198621771937625],[-0.8137976813493738 0.46984631039295416 -0.3420201433256687]
[0.0 1.5707963267948966],[1.0 0.0 6.123233995736766e-17]
[4.71238898038469 1.5707963267948966],[-1.8369701987210297e-16 -1.0 6.123233995736766e-17]
[0.3490658503988659 0.5235987755982988],[0.46984631039295416 0.17101007166283433 0.8660254037844387]
[3.6651914291880923 2.792526803190927],[-0.29619813272602397 -0.17101007166283447 -0.9396926207859083]
[4.886921905584122 0.17453292519943295],[0.030153689607045737 -0.17101007166283436 0.984807753012208]
[2.6179938779914944 1.3962634015954636],[-0.8528685319524433 0.49240387650610395 0.17364817766693041]
[1.0471975511965976 1.9198621771937625],[0.4698463103929543 0.8137976813493737 -0.3420201433256687]
[5.585053606381854 1.0471975511965976],[0.6634139481689382 -0.5566703992264196 0.5000000000000001]
[3.839724354387525 1.9198621771937625],[-0.7198463103929542 -0.6040227735550536 -0.3420201433256687]
[4.363323129985824 0.5235987755982988],[-0.17101007166283425 -0.46984631039295416 0.8660254037844387]
[1.2217304763960306 0.17453292519943295],[0.05939117461388472 0.1631759111665348 0.984807753012208]
[1.0471975511965976 1.5707963267948966],[0.5000000000000001 0.8660254037844386 6.123233995736766e-17]
[3.6651914291880923 1.5707963267948966],[-0.8660254037844386 -0.5000000000000001 6.123233995736766e-17]
[6.1086523819801535 0.8726646259971648],[0.7544065067354889 -0.13302222155948903 0.6427876096865394]
[4.537856055185257 2.6179938779914944],[-0.08682408883346515 -0.49240387650610395 -0.8660254037844387]
[1.2217304763960306 2.0943951023931953],[0.29619813272602397 0.8137976813493737 -0.4999999999999998]
[5.235987755982989 0.0],[0.0 -0.0 1.0]
[0.3490658503988659 2.0943951023931953],[0.8137976813493738 0.29619813272602386 -0.4999999999999998]
[3.6651914291880923 0.17453292519943295],[-0.15038373318043527 -0.08682408883346518 0.984807753012208]
[3.141592653589793 1.7453292519943295],[-0.984807753012208 1.2060416625018976e-16 -0.1736481776669303]
[3.3161255787892263 1.7453292519943295],[-0.9698463103929541 -0.17101007166283447 -0.1736481776669303]
[2.9670597283903604 1.5707963267948966],[-0.984807753012208 0.17364817766693028 6.123233995736766e-17]
[2.792526803190927 0.5235987755982988],[-0.4698463103929541 0.1710100716628344 0.8660254037844387]
[5.585053606381854 1.3962634015954636],[0.7544065067354887 -0.6330222215594893 0.17364817766693041]
[3.839724354387525 0.8726646259971648],[-0.5868240888334652 -0.49240387650610395 0.6427876096865394]
[1.2217304763960306 2.792526803190927],[0.11697777844051106 0.3213938048432698 -0.9396926207859083]
[4.1887902047863905 1.7453292519943295],[-0.49240387650610445 -0.852868531952443 -0.1736481776669303]
[3.490658503988659 0.17453292519943295],[-0.16317591116653482 -0.059391174613884684 0.984807753012208]
[0.3490658503988659 2.443460952792061],[0.6040227735550538 0.21984631039295424 -0.7660444431189779]
[4.537856055185257 0.3490658503988659],[-0.0593911746138847 -0.33682408883346515 0.9396926207859084]
[1.3962634015954636 2.792526803190927],[0.059391174613884753 0.3368240888334653 -0.9396926207859083]
[5.235987755982989 0.8726646259971648],[0.3830222215594891 -0.6634139481689384 0.6427876096865394]
[0.8726646259971648 0.5235987755982988],[0.3213938048432696 0.38302222155948895 0.8660254037844387]
[5.061454830783556 1.2217304763960306],[0.3213938048432699 -0.8830222215594888 0.3420201433256688]
[5.759586531581287 1.5707963267948966],[0.8660254037844384 -0.5000000000000004 6.123233995736766e-17]
[4.537856055185257 2.2689280275926285],[-0.133022221559489 -0.7544065067354889 -0.6427876096865394]
[0.6981317007977318 2.0943951023931953],[0.6634139481689384 0.5566703992264194 -0.4999999999999998]
[0.17453292519943295 1.5707963267948966],[0.984807753012208 0.17364817766693033 6.123233995736766e-17]
[4.71238898038469 2.9670597283903604],[-3.189865274363656e-17 -0.17364817766693028 -0.984807753012208]
[4.014257279586958 1.0471975511965976],[-0.5566703992264195 -0.6634139481689383 0.5000000000000001]
[4.886921905584122 1.7453292519943295],[0.171010071662834 -0.9698463103929542 -0.1736481776669303]
[0.5235987755982988 2.9670597283903604],[0.15038373318043524 0.08682408883346512 -0.984807753012208]
[4.363323129985824 0.0],[-0.0 -0.0 1.0]
[4.71238898038469 0.8726646259971648],[-1.4072008129054095e-16 -0.766044443118978 0.6427876096865394]
[0.6981317007977318 1.3962634015954636],[0.7544065067354889 0.633022221559489 0.17364817766693041]
[1.7453292519943295 1.7453292519943295],[-0.17101007166283433 0.9698463103929541 -0.1736481776669303]
[0.8726646259971648 0.0],[0.0 0.0 1.0]
[4.71238898038469 0.0],[-0.0 -0.0 1.0]
[2.2689280275926285 0.6981317007977318],[-0.4131759111665348 0.49240387650610395 0.766044443118978]
[0.6981317007977318 1.2217304763960306],[0.7198463103929541 0.6040227735550536 0.3420201433256688]
[1.0471975511965976 0.5235987755982988],[0.25 0.43301270189221924 0.8660254037844387]
